Rk,School,G,Tm.,Opp.,PPG,OPPG,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,STL/TOV,PF,PFPG,FT/FGA,FGPG,FGAPG,3PPG,3PAPG,FTPG,FTAPG,ORBPG,TRBPG,APG,SPG,BPG,TOPG,AST/TO,3P Ratio,NET
158,Louisiana Tech,33,2386,2235,72.3030303,67.72727273,840,1928,0.436,253,756,0.335,453,690,0.657,368,1204,440,190,115,386,0.492227979,535,16.21212121,0.234958506,25.45454545,58.42424242,7.666666667,22.90909091,13.72727273,20.90909091,11.15151515,36.48484848,13.33333333,5.757575758,3.484848485,11.6969697,1.139896373,0.301190476,0.660968661
159,Louisville,33,2460,2238,74.54545455,67.81818182,828,1908,0.434,285,834,0.342,519,670,0.775,338,1262,442,147,97,407,0.361179361,569,17.24242424,0.272012579,25.09090909,57.81818182,8.636363636,25.27272727,15.72727273,20.3030303,10.24242424,38.24242424,13.39393939,4.454545455,2.939393939,12.33333333,1.085995086,0.344202899,0.937321937
160,Loyola (IL),33,2170,1996,65.75757576,60.48484848,805,1633,0.493,201,550,0.365,359,539,0.666,187,986,448,213,73,393,0.541984733,456,13.81818182,0.219840784,24.39393939,49.48484848,6.090909091,16.66666667,10.87878788,16.33333333,5.666666667,29.87878788,13.57575758,6.454545455,2.212121212,11.90909091,1.139949109,0.249689441,0.635327635
161,Loyola Marymount,31,2094,1951,67.5483871,62.93548387,744,1627,0.457,146,460,0.317,460,618,0.744,291,1005,413,224,93,396,0.565656566,556,17.93548387,0.282728949,24,52.48387097,4.709677419,14.83870968,14.83870968,19.93548387,9.387096774,32.41935484,13.32258065,7.225806452,3,12.77419355,1.042929293,0.196236559,0.595441595
162,Loyola (MD),32,2332,2477,72.875,77.40625,842,1836,0.459,210,616,0.341,438,617,0.71,292,997,448,278,73,444,0.626126126,573,17.90625,0.238562092,26.3125,57.375,6.5625,19.25,13.6875,19.28125,9.125,31.15625,14,8.6875,2.28125,13.875,1.009009009,0.249406176,0.199430199
163,Maine,32,1988,2271,62.125,70.96875,747,1728,0.432,201,647,0.311,293,452,0.648,280,1015,471,239,93,460,0.519565217,566,17.6875,0.169560185,23.34375,54,6.28125,20.21875,9.15625,14.125,8.75,31.71875,14.71875,7.46875,2.90625,14.375,1.023913043,0.269076305,0.045584046
164,Manhattan,32,1833,2011,57.28125,62.84375,651,1606,0.405,219,659,0.332,312,534,0.584,326,1026,360,220,75,487,0.45174538,672,21,0.194271482,20.34375,50.1875,6.84375,20.59375,9.75,16.6875,10.1875,32.0625,11.25,6.875,2.34375,15.21875,0.739219713,0.33640553,0.094017094
165,Marist,31,2086,2147,67.29032258,69.25806452,739,1647,0.449,245,675,0.363,363,530,0.685,241,967,377,172,53,387,0.444444444,583,18.80645161,0.220400729,23.83870968,53.12903226,7.903225806,21.77419355,11.70967742,17.09677419,7.774193548,31.19354839,12.16129032,5.548387097,1.709677419,12.48387097,0.974160207,0.331529093,0.207977208
166,Marquette,33,2565,2280,77.72727273,69.09090909,869,1895,0.459,311,791,0.393,516,680,0.759,317,1249,450,159,141,455,0.349450549,615,18.63636364,0.272295515,26.33333333,57.42424242,9.424242424,23.96969697,15.63636364,20.60606061,9.606060606,37.84848485,13.63636364,4.818181818,4.272727273,13.78787879,0.989010989,0.357882624,0.92022792
167,Marshall,33,2647,2692,80.21212121,81.57575758,925,2096,0.441,332,955,0.348,465,640,0.727,286,1083,475,302,143,414,0.729468599,608,18.42424242,0.221851145,28.03030303,63.51515152,10.06060606,28.93939394,14.09090909,19.39393939,8.666666667,32.81818182,14.39393939,9.151515152,4.333333333,12.54545455,1.147342995,0.358918919,0.578347578
168,Maryland-Baltimore County,34,2296,2177,67.52941176,64.02941176,820,1893,0.433,261,807,0.323,395,572,0.691,296,1145,452,268,83,428,0.626168224,578,17,0.208663497,24.11764706,55.67647059,7.676470588,23.73529412,11.61764706,16.82352941,8.705882353,33.67647059,13.29411765,7.882352941,2.441176471,12.58823529,1.056074766,0.318292683,0.356125356
169,Maryland-Eastern Shore,32,1833,2291,57.28125,71.59375,666,1705,0.391,172,610,0.282,329,489,0.673,264,990,361,186,70,431,0.431554524,575,17.96875,0.192961877,20.8125,53.28125,5.375,19.0625,10.28125,15.28125,8.25,30.9375,11.28125,5.8125,2.1875,13.46875,0.837587007,0.258258258,0.002849003
170,Maryland,32,2283,2082,71.34375,65.0625,807,1777,0.454,232,657,0.353,437,584,0.748,351,1252,423,139,151,420,0.330952381,495,15.46875,0.24592009,25.21875,55.53125,7.25,20.53125,13.65625,18.25,10.96875,39.125,13.21875,4.34375,4.71875,13.125,1.007142857,0.287484511,0.923076923
171,Massachusetts-Lowell,32,2456,2420,76.75,75.625,875,1852,0.472,246,721,0.341,460,639,0.72,293,1115,500,181,85,447,0.4049217,589,18.40625,0.24838013,27.34375,57.875,7.6875,22.53125,14.375,19.96875,9.15625,34.84375,15.625,5.65625,2.65625,13.96875,1.118568233,0.281142857,0.267806268
172,Massachusetts,32,2263,2354,70.71875,73.5625,808,1833,0.441,256,732,0.35,391,574,0.681,342,1122,469,154,93,445,0.346067416,643,20.09375,0.213311511,25.25,57.28125,8,22.875,12.21875,17.9375,10.6875,35.0625,14.65625,4.8125,2.90625,13.90625,1.053932584,0.316831683,0.361823362
173,McNeese State,31,2149,2303,69.32258065,74.29032258,760,1675,0.454,168,547,0.307,461,647,0.713,310,1054,429,146,97,450,0.324444444,467,15.06451613,0.275223881,24.51612903,54.03225806,5.419354839,17.64516129,14.87096774,20.87096774,10,34,13.83870968,4.709677419,3.129032258,14.51612903,0.953333333,0.221052632,0.071225071
174,Memphis,34,2741,2541,80.61764706,74.73529412,958,2122,0.451,252,776,0.325,573,806,0.711,423,1302,527,266,134,510,0.521568627,703,20.67647059,0.270028275,28.17647059,62.41176471,7.411764706,22.82352941,16.85294118,23.70588235,12.44117647,38.29411765,15.5,7.823529412,3.941176471,15,1.033333333,0.263048017,0.868945869
175,Mercer,31,2248,2246,72.51612903,72.4516129,787,1746,0.451,228,663,0.344,446,648,0.688,307,1058,393,207,80,407,0.508599509,557,17.96774194,0.255441008,25.38709677,56.32258065,7.35483871,21.38709677,14.38709677,20.90322581,9.903225806,34.12903226,12.67741935,6.677419355,2.580645161,13.12903226,0.965601966,0.289707751,0.384615385
176,Miami (FL),32,2297,2275,71.78125,71.09375,805,1849,0.435,268,805,0.333,419,570,0.735,291,1060,413,212,100,372,0.569892473,465,14.53125,0.226608978,25.15625,57.78125,8.375,25.15625,13.09375,17.8125,9.09375,33.125,12.90625,6.625,3.125,11.625,1.110215054,0.332919255,0.737891738
177,Miami (OH),32,2267,2233,70.84375,69.78125,777,1846,0.421,269,831,0.324,444,626,0.709,353,1190,349,193,88,413,0.467312349,581,18.15625,0.240520043,24.28125,57.6875,8.40625,25.96875,13.875,19.5625,11.03125,37.1875,10.90625,6.03125,2.75,12.90625,0.84503632,0.346203346,0.584045584
178,Michigan State,33,2615,2168,79.24242424,65.6969697,922,1889,0.488,273,712,0.383,498,664,0.75,357,1352,631,176,180,428,0.411214953,565,17.12121212,0.263631551,27.93939394,57.24242424,8.272727273,21.57575758,15.09090909,20.12121212,10.81818182,40.96969697,19.12121212,5.333333333,5.454545455,12.96969697,1.474299065,0.296095445,0.977207977
179,Michigan,33,2333,1926,70.6969697,58.36363636,855,1894,0.451,266,757,0.351,357,514,0.695,277,1162,458,204,138,292,0.698630137,466,14.12121212,0.188489968,25.90909091,57.39393939,8.060606061,22.93939394,10.81818182,15.57575758,8.393939394,35.21212121,13.87878788,6.181818182,4.181818182,8.848484848,1.568493151,0.311111111,0.974358974
180,Middle Tennessee,32,2141,2313,66.90625,72.28125,778,1858,0.419,212,650,0.326,373,551,0.677,382,1228,353,190,85,512,0.37109375,582,18.1875,0.200753498,24.3125,58.0625,6.625,20.3125,11.65625,17.21875,11.9375,38.375,11.03125,5.9375,2.65625,16,0.689453125,0.272493573,0.293447293
181,Milwaukee,31,2146,2315,69.22580645,74.67741935,765,1820,0.42,237,692,0.342,379,508,0.746,288,1095,355,145,94,382,0.379581152,579,18.67741935,0.208241758,24.67741935,58.70967742,7.64516129,22.32258065,12.22580645,16.38709677,9.290322581,35.32258065,11.4516129,4.677419355,3.032258065,12.32258065,0.929319372,0.309803922,0.148148148
182,Minnesota,34,2407,2352,70.79411765,69.17647059,840,1922,0.437,178,554,0.321,549,808,0.679,388,1260,504,163,136,407,0.4004914,550,16.17647059,0.285639958,24.70588235,56.52941176,5.235294118,16.29411765,16.14705882,23.76470588,11.41176471,37.05882353,14.82352941,4.794117647,4,11.97058824,1.238329238,0.211904762,0.826210826
183,Mississippi State,33,2552,2314,77.33333333,70.12121212,911,1929,0.472,284,752,0.378,446,624,0.715,385,1183,468,267,164,439,0.608200456,564,17.09090909,0.23120788,27.60606061,58.45454545,8.606060606,22.78787879,13.51515152,18.90909091,11.66666667,35.84848485,14.18181818,8.090909091,4.96969697,13.3030303,1.066059226,0.311745335,0.945868946
184,Mississippi Valley State,32,2058,2498,64.3125,78.0625,730,1923,0.38,172,554,0.31,426,647,0.658,378,1165,361,176,70,415,0.424096386,570,17.8125,0.221528861,22.8125,60.09375,5.375,17.3125,13.3125,20.21875,11.8125,36.40625,11.28125,5.5,2.1875,12.96875,0.869879518,0.235616438,0.005698006
185,Mississippi,32,2413,2252,75.40625,70.375,847,1844,0.459,261,729,0.358,458,585,0.783,315,1098,459,234,116,405,0.577777778,579,18.09375,0.248373102,26.46875,57.625,8.15625,22.78125,14.3125,18.28125,9.84375,34.3125,14.34375,7.3125,3.625,12.65625,1.133333333,0.308146399,0.897435897
186,Missouri-Kansas City,32,2220,2341,69.375,73.15625,774,1794,0.431,259,728,0.356,413,590,0.7,261,966,352,232,90,391,0.593350384,647,20.21875,0.230211817,24.1875,56.0625,8.09375,22.75,12.90625,18.4375,8.15625,30.1875,11,7.25,2.8125,12.21875,0.900255754,0.334625323,0.358974359
187,Missouri State,32,2206,2157,68.9375,67.40625,774,1714,0.452,224,649,0.345,434,627,0.692,270,1000,354,221,127,385,0.574025974,540,16.875,0.253208868,24.1875,53.5625,7,20.28125,13.5625,19.59375,8.4375,31.25,11.0625,6.90625,3.96875,12.03125,0.919480519,0.289405685,0.538461538
188,Missouri,32,2150,2168,67.1875,67.75,758,1764,0.43,264,727,0.363,370,526,0.703,345,1130,354,149,53,448,0.332589286,625,19.53125,0.209750567,23.6875,55.125,8.25,22.71875,11.5625,16.4375,10.78125,35.3125,11.0625,4.65625,1.65625,14,0.790178571,0.34828496,0.780626781
189,Monmouth,35,2286,2490,65.31428571,71.14285714,794,1915,0.415,168,565,0.297,530,772,0.687,360,1224,379,237,101,502,0.472111554,697,19.91428571,0.276762402,22.68571429,54.71428571,4.8,16.14285714,15.14285714,22.05714286,10.28571429,34.97142857,10.82857143,6.771428571,2.885714286,14.34285714,0.75498008,0.211586902,0.182336182
190,Montana State,32,2502,2552,78.1875,79.75,858,1882,0.456,306,818,0.374,480,651,0.737,292,1083,491,169,46,394,0.42893401,567,17.71875,0.255047821,26.8125,58.8125,9.5625,25.5625,15,20.34375,9.125,33.84375,15.34375,5.28125,1.4375,12.3125,1.246192893,0.356643357,0.299145299
191,Montana,34,2610,2323,76.76470588,68.32352941,953,1919,0.497,282,738,0.382,422,612,0.69,286,1142,498,222,101,406,0.54679803,637,18.73529412,0.219906201,28.02941176,56.44117647,8.294117647,21.70588235,12.41176471,18,8.411764706,33.58823529,14.64705882,6.529411765,2.970588235,11.94117647,1.226600985,0.29590766,0.646723647
192,Morehead State,33,2431,2543,73.66666667,77.06060606,855,1993,0.429,260,762,0.341,461,654,0.705,357,1177,440,186,137,402,0.462686567,561,17,0.231309584,25.90909091,60.39393939,7.878787879,23.09090909,13.96969697,19.81818182,10.81818182,35.66666667,13.33333333,5.636363636,4.151515152,12.18181818,1.094527363,0.304093567,0.247863248
193,Morgan State,30,2159,2304,71.96666667,76.8,757,1919,0.394,168,521,0.322,477,669,0.713,397,1078,358,230,48,401,0.573566085,614,20.46666667,0.248566962,25.23333333,63.96666667,5.6,17.36666667,15.9,22.3,13.23333333,35.93333333,11.93333333,7.666666667,1.6,13.36666667,0.89276808,0.221928666,0.051282051
194,Mount St. Mary's,31,2092,2286,67.48387097,73.74193548,733,1755,0.418,223,723,0.308,403,594,0.678,293,1036,354,146,107,410,0.356097561,576,18.58064516,0.22962963,23.64516129,56.61290323,7.193548387,23.32258065,13,19.16129032,9.451612903,33.41935484,11.41935484,4.709677419,3.451612903,13.22580645,0.863414634,0.304229195,0.091168091
195,Murray State,31,2582,2101,83.29032258,67.77419355,938,1890,0.496,242,695,0.348,464,629,0.738,333,1172,561,235,142,376,0.625,505,16.29032258,0.245502646,30.25806452,60.96774194,7.806451613,22.41935484,14.96774194,20.29032258,10.74193548,37.80645161,18.09677419,7.580645161,4.580645161,12.12903226,1.492021277,0.257995736,0.874643875
196,Navy,31,2061,2250,66.48387097,72.58064516,732,1786,0.41,208,656,0.317,389,544,0.715,359,1160,399,167,58,437,0.38215103,534,17.22580645,0.217805151,23.61290323,57.61290323,6.709677419,21.16129032,12.5483871,17.5483871,11.58064516,37.41935484,12.87096774,5.387096774,1.870967742,14.09677419,0.913043478,0.284153005,0.205128205
197,Omaha,32,2523,2454,78.84375,76.6875,950,1998,0.475,282,719,0.392,341,473,0.721,273,1047,409,180,61,304,0.592105263,486,15.1875,0.170670671,29.6875,62.4375,8.8125,22.46875,10.65625,14.78125,8.53125,32.71875,12.78125,5.625,1.90625,9.5,1.345394737,0.296842105,0.492877493
198,Nebraska,34,2434,2257,71.58823529,66.38235294,862,2016,0.428,258,762,0.339,452,650,0.695,354,1205,431,249,147,330,0.754545455,547,16.08823529,0.224206349,25.35294118,59.29411765,7.588235294,22.41176471,13.29411765,19.11764706,10.41176471,35.44117647,12.67647059,7.323529412,4.323529412,9.705882353,1.306060606,0.299303944,0.863247863
199,Nevada-Las Vegas,31,2276,2242,73.41935484,72.32258065,791,1852,0.427,251,745,0.337,443,647,0.685,408,1204,399,184,115,401,0.458852868,556,17.93548387,0.239200864,25.51612903,59.74193548,8.096774194,24.03225806,14.29032258,20.87096774,13.16129032,38.83870968,12.87096774,5.935483871,3.709677419,12.93548387,0.995012469,0.317319848,0.552706553
200,Nevada,33,2662,2200,80.66666667,66.66666667,905,1944,0.466,292,831,0.351,560,791,0.708,307,1234,494,204,129,338,0.603550296,563,17.06060606,0.288065844,27.42424242,58.90909091,8.848484848,25.18181818,16.96969697,23.96969697,9.303030303,37.39393939,14.96969697,6.181818182,3.909090909,10.24242424,1.461538462,0.322651934,0.934472934
201,New Hampshire,29,1742,1990,60.06896552,68.62068966,623,1656,0.376,261,787,0.332,235,385,0.61,260,987,325,117,53,356,0.328651685,533,18.37931034,0.141908213,21.48275862,57.10344828,9,27.13793103,8.103448276,13.27586207,8.965517241,34.03448276,11.20689655,4.034482759,1.827586207,12.27586207,0.912921348,0.41894061,0.017094017
202,New Mexico State,34,2657,2181,78.14705882,64.14705882,937,2041,0.459,319,952,0.335,464,687,0.675,435,1304,501,191,89,403,0.473945409,607,17.85294118,0.227339539,27.55882353,60.02941176,9.382352941,28,13.64705882,20.20588235,12.79411765,38.35294118,14.73529412,5.617647059,2.617647059,11.85294118,1.243176179,0.340448239,0.886039886
203,New Mexico,32,2443,2454,76.34375,76.6875,814,1927,0.422,292,844,0.346,523,745,0.702,351,1200,446,220,107,455,0.483516484,627,19.59375,0.271406331,25.4375,60.21875,9.125,26.375,16.34375,23.28125,10.96875,37.5,13.9375,6.875,3.34375,14.21875,0.98021978,0.358722359,0.472934473
204,New Orleans,32,2295,2230,71.71875,69.6875,829,1859,0.446,182,533,0.341,455,662,0.687,378,1122,475,277,129,499,0.55511022,605,18.90625,0.244755245,25.90625,58.09375,5.6875,16.65625,14.21875,20.6875,11.8125,35.0625,14.84375,8.65625,4.03125,15.59375,0.951903808,0.219541616,0.242165242
205,Niagara,32,2318,2432,72.4375,76,795,1887,0.421,265,738,0.359,463,629,0.736,315,1143,343,128,125,390,0.328205128,511,15.96875,0.24536301,24.84375,58.96875,8.28125,23.0625,14.46875,19.65625,9.84375,35.71875,10.71875,4,3.90625,12.1875,0.879487179,0.333333333,0.142450142
206,Nicholls State,31,2260,2302,72.90322581,74.25806452,807,1914,0.422,324,883,0.367,322,418,0.77,280,1041,428,208,128,386,0.538860104,587,18.93548387,0.168234065,26.03225806,61.74193548,10.4516129,28.48387097,10.38709677,13.48387097,9.032258065,33.58064516,13.80645161,6.709677419,4.129032258,12.4516129,1.10880829,0.401486989,0.108262108
207,NJIT,33,2310,2238,70,67.81818182,792,1778,0.445,229,664,0.345,497,692,0.718,232,1111,354,211,90,409,0.515892421,551,16.6969697,0.279527559,24,53.87878788,6.939393939,20.12121212,15.06060606,20.96969697,7.03030303,33.66666667,10.72727273,6.393939394,2.727272727,12.39393939,0.865525672,0.289141414,0.50997151
208,Norfolk State,34,2512,2348,73.88235294,69.05882353,849,1935,0.439,263,713,0.369,551,771,0.715,331,1232,438,200,149,501,0.399201597,724,21.29411765,0.284754522,24.97058824,56.91176471,7.735294118,20.97058824,16.20588235,22.67647059,9.735294118,36.23529412,12.88235294,5.882352941,4.382352941,14.73529412,0.874251497,0.309776207,0.259259259
209,North Alabama,32,2145,2358,67.03125,73.6875,744,1914,0.389,240,805,0.298,417,619,0.674,351,1170,334,209,74,435,0.48045977,615,19.21875,0.217868339,23.25,59.8125,7.5,25.15625,13.03125,19.34375,10.96875,36.5625,10.4375,6.53125,2.3125,13.59375,0.767816092,0.322580645,0.116809117
210,North Carolina-Asheville,31,1857,2313,59.90322581,74.61290323,655,1627,0.403,223,687,0.325,324,437,0.741,298,931,331,196,86,456,0.429824561,533,17.19354839,0.199139521,21.12903226,52.48387097,7.193548387,22.16129032,10.4516129,14.09677419,9.612903226,30.03225806,10.67741935,6.322580645,2.774193548,14.70967742,0.725877193,0.340458015,0.002849003
211,North Carolina A&T,32,2241,2209,70.03125,69.03125,825,1797,0.459,227,649,0.35,364,548,0.664,291,1059,452,215,108,417,0.51558753,515,16.09375,0.202559822,25.78125,56.15625,7.09375,20.28125,11.375,17.125,9.09375,33.09375,14.125,6.71875,3.375,13.03125,1.083932854,0.275151515,0.162393162
212,North Carolina Central,33,2355,2188,71.36363636,66.3030303,850,1866,0.456,212,673,0.315,443,620,0.715,387,1227,509,207,92,506,0.409090909,590,17.87878788,0.237406217,25.75757576,56.54545455,6.424242424,20.39393939,13.42424242,18.78787879,11.72727273,37.18181818,15.42424242,6.272727273,2.787878788,15.33333333,1.005928854,0.249411765,0.13960114
213,North Carolina-Greensboro,34,2585,2288,76.02941176,67.29411765,940,2059,0.457,263,763,0.345,442,632,0.699,381,1184,434,301,131,401,0.750623441,599,17.61764706,0.214667314,27.64705882,60.55882353,7.735294118,22.44117647,13,18.58823529,11.20588235,34.82352941,12.76470588,8.852941176,3.852941176,11.79411765,1.082294264,0.279787234,0.829059829
214,North Carolina State,33,2627,2319,79.60606061,70.27272727,964,2107,0.458,269,761,0.353,430,606,0.71,437,1267,501,243,124,419,0.579952267,640,19.39393939,0.204081633,29.21212121,63.84848485,8.151515152,23.06060606,13.03030303,18.36363636,13.24242424,38.39393939,15.18181818,7.363636364,3.757575758,12.6969697,1.195704057,0.279045643,0.905982906
215,North Carolina-Wilmington,33,2515,2670,76.21212121,80.90909091,881,1988,0.443,260,744,0.349,493,673,0.733,387,1221,495,150,68,436,0.344036697,585,17.72727273,0.247987928,26.6969697,60.24242424,7.878787879,22.54545455,14.93939394,20.39393939,11.72727273,37,15,4.545454545,2.060606061,13.21212121,1.135321101,0.295119183,0.250712251
216,North Carolina,33,2840,2407,86.06060606,72.93939394,1023,2207,0.464,289,792,0.365,505,681,0.742,433,1449,627,237,117,432,0.548611111,566,17.15151515,0.228817399,31,66.87878788,8.757575758,24,15.3030303,20.63636364,13.12121212,43.90909091,19,7.181818182,3.545454545,13.09090909,1.451388889,0.282502444,0.98005698
217,North Dakota State,33,2416,2382,73.21212121,72.18181818,828,1816,0.456,315,861,0.366,445,575,0.774,218,1042,383,159,82,349,0.455587393,492,14.90909091,0.245044053,25.09090909,55.03030303,9.545454545,26.09090909,13.48484848,17.42424242,6.606060606,31.57575758,11.60606061,4.818181818,2.484848485,10.57575758,1.097421203,0.380434783,0.367521368
218,North Dakota,30,2220,2196,74,73.2,822,1771,0.464,241,647,0.372,335,482,0.695,233,1009,398,171,87,380,0.45,485,16.16666667,0.189158667,27.4,59.03333333,8.033333333,21.56666667,11.16666667,16.06666667,7.766666667,33.63333333,13.26666667,5.7,2.9,12.66666667,1.047368421,0.293187348,0.188034188
219,North Florida,33,2485,2531,75.3030303,76.6969697,902,2014,0.448,308,897,0.343,373,539,0.692,363,1252,520,212,165,536,0.395522388,573,17.36363636,0.185203575,27.33333333,61.03030303,9.333333333,27.18181818,11.3030303,16.33333333,11,37.93939394,15.75757576,6.424242424,5,16.24242424,0.970149254,0.341463415,0.458689459
220,North Texas,33,2302,2077,69.75757576,62.93939394,831,1910,0.435,284,838,0.339,356,532,0.669,368,1244,428,210,88,443,0.474040632,589,17.84848485,0.186387435,25.18181818,57.87878788,8.606060606,25.39393939,10.78787879,16.12121212,11.15151515,37.6969697,12.96969697,6.363636364,2.666666667,13.42424242,0.966139955,0.341756919,0.581196581
221,Northeastern,33,2511,2319,76.09090909,70.27272727,864,1791,0.482,322,830,0.388,461,614,0.751,230,1048,473,203,71,371,0.547169811,528,16,0.257398102,26.18181818,54.27272727,9.757575758,25.15151515,13.96969697,18.60606061,6.96969697,31.75757576,14.33333333,6.151515152,2.151515152,11.24242424,1.274932615,0.372685185,0.777777778
222,Northern Arizona,31,2262,2402,72.96774194,77.48387097,785,1819,0.432,259,749,0.346,433,614,0.705,290,1055,381,196,67,372,0.52688172,537,17.32258065,0.238042881,25.32258065,58.67741935,8.35483871,24.16129032,13.96774194,19.80645161,9.35483871,34.03225806,12.29032258,6.322580645,2.161290323,12,1.024193548,0.329936306,0.185185185
223,Northern Colorado,32,2450,2229,76.5625,69.65625,849,1834,0.463,307,847,0.362,445,632,0.704,309,1126,424,176,100,398,0.442211055,535,16.71875,0.24263904,26.53125,57.3125,9.59375,26.46875,13.90625,19.75,9.65625,35.1875,13.25,5.5,3.125,12.4375,1.065326633,0.361601885,0.518518519
224,Northern Illinois,34,2506,2413,73.70588235,70.97058824,940,1995,0.471,229,642,0.357,397,543,0.731,304,1179,374,188,75,404,0.465346535,653,19.20588235,0.198997494,27.64705882,58.67647059,6.735294118,18.88235294,11.67647059,15.97058824,8.941176471,34.67647059,11,5.529411765,2.205882353,11.88235294,0.925742574,0.243617021,0.603988604
225,Northern Iowa,34,2215,2230,65.14705882,65.58823529,769,1846,0.417,276,792,0.348,401,537,0.747,262,1113,370,165,75,393,0.419847328,554,16.29411765,0.217226436,22.61764706,54.29411765,8.117647059,23.29411765,11.79411765,15.79411765,7.705882353,32.73529412,10.88235294,4.852941176,2.205882353,11.55882353,0.941475827,0.358907672,0.524216524
226,Northern Kentucky,34,2690,2338,79.11764706,68.76470588,956,1986,0.481,301,823,0.366,477,717,0.665,358,1259,581,212,136,424,0.5,647,19.02941176,0.240181269,28.11764706,58.41176471,8.852941176,24.20588235,14.02941176,21.08823529,10.52941176,37.02941176,17.08823529,6.235294118,4,12.47058824,1.370283019,0.314853556,0.672364672
227,Northwestern State,31,2051,2280,66.16129032,73.5483871,725,1789,0.405,190,646,0.294,411,604,0.68,352,1103,340,192,138,496,0.387096774,578,18.64516129,0.229737283,23.38709677,57.70967742,6.129032258,20.83870968,13.25806452,19.48387097,11.35483871,35.58064516,10.96774194,6.193548387,4.451612903,16,0.685483871,0.262068966,0.048433048
228,Northwestern,32,2108,2082,65.875,65.0625,735,1827,0.402,233,745,0.313,405,551,0.735,278,1086,451,176,134,349,0.504297994,583,18.21875,0.221674877,22.96875,57.09375,7.28125,23.28125,12.65625,17.21875,8.6875,33.9375,14.09375,5.5,4.1875,10.90625,1.29226361,0.317006803,0.746438746
229,Notre Dame,33,2266,2276,68.66666667,68.96969697,776,1973,0.393,272,863,0.315,442,594,0.744,370,1208,423,179,148,306,0.58496732,455,13.78787879,0.224024328,23.51515152,59.78787879,8.242424242,26.15151515,13.39393939,18,11.21212121,36.60606061,12.81818182,5.424242424,4.484848485,9.272727273,1.382352941,0.350515464,0.680911681
230,Oakland,33,2534,2515,76.78787879,76.21212121,864,1859,0.465,314,816,0.385,492,663,0.742,275,1063,581,191,99,426,0.448356808,534,16.18181818,0.264658419,26.18181818,56.33333333,9.515151515,24.72727273,14.90909091,20.09090909,8.333333333,32.21212121,17.60606061,5.787878788,3,12.90909091,1.363849765,0.363425926,0.398860399
231,Ohio State,33,2298,2185,69.63636364,66.21212121,797,1824,0.437,249,726,0.343,455,620,0.734,310,1145,470,195,83,413,0.472154964,592,17.93939394,0.249451754,24.15151515,55.27272727,7.545454545,22,13.78787879,18.78787879,9.393939394,34.6969697,14.24242424,5.909090909,2.515151515,12.51515152,1.138014528,0.312421581,0.843304843
232,Ohio,31,2174,2288,70.12903226,73.80645161,803,1838,0.437,187,633,0.295,381,602,0.633,332,1152,451,200,115,448,0.446428571,504,16.25806452,0.207290533,25.90322581,59.29032258,6.032258065,20.41935484,12.29032258,19.41935484,10.70967742,37.16129032,14.5483871,6.451612903,3.709677419,14.4516129,1.006696429,0.232876712,0.501424501
233,Oklahoma State,32,2178,2288,68.0625,71.5,760,1796,0.423,280,753,0.372,378,549,0.689,295,1092,422,183,139,386,0.474093264,516,16.125,0.210467706,23.75,56.125,8.75,23.53125,11.8125,17.15625,9.21875,34.125,13.1875,5.71875,4.34375,12.0625,1.093264249,0.368421053,0.774928775
234,Oklahoma,32,2277,2183,71.15625,68.21875,830,1864,0.445,212,620,0.342,405,586,0.691,295,1203,406,190,99,390,0.487179487,504,15.75,0.217274678,25.9375,58.25,6.625,19.375,12.65625,18.3125,9.21875,37.59375,12.6875,5.9375,3.09375,12.1875,1.041025641,0.255421687,0.894586895
235,Old Dominion,34,2252,2067,66.23529412,60.79411765,806,1960,0.411,258,731,0.353,382,579,0.66,408,1324,435,190,155,399,0.476190476,560,16.47058824,0.194897959,23.70588235,57.64705882,7.588235294,21.5,11.23529412,17.02941176,12,38.94117647,12.79411765,5.588235294,4.558823529,11.73529412,1.090225564,0.320099256,0.715099715
236,Oral Roberts,32,2314,2483,72.3125,77.59375,854,1874,0.456,266,734,0.362,340,492,0.691,335,1147,434,152,106,447,0.340044743,575,17.96875,0.181430096,26.6875,58.5625,8.3125,22.9375,10.625,15.375,10.46875,35.84375,13.5625,4.75,3.3125,13.96875,0.970917226,0.31147541,0.156695157
237,Oregon State,31,2275,2165,73.38709677,69.83870968,800,1728,0.463,203,633,0.321,472,636,0.742,310,1091,465,185,164,384,0.481770833,536,17.29032258,0.273148148,25.80645161,55.74193548,6.548387097,20.41935484,15.22580645,20.51612903,10,35.19354839,15,5.967741935,5.290322581,12.38709677,1.2109375,0.25375,0.752136752
238,Oregon,35,2467,2203,70.48571429,62.94285714,886,1970,0.45,266,775,0.343,429,597,0.719,340,1211,467,272,149,412,0.660194175,622,17.77142857,0.217766497,25.31428571,56.28571429,7.6,22.14285714,12.25714286,17.05714286,9.714285714,34.6,13.34285714,7.771428571,4.257142857,11.77142857,1.133495146,0.300225734,0.854700855
239,Pacific,32,2138,2241,66.8125,70.03125,710,1680,0.423,198,564,0.351,520,696,0.747,285,1041,322,196,46,423,0.463356974,630,19.6875,0.30952381,22.1875,52.5,6.1875,17.625,16.25,21.75,8.90625,32.53125,10.0625,6.125,1.4375,13.21875,0.761229314,0.278873239,0.401709402
