Rk,School,G,Tm.,Opp.,PPG,OPPG,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,STL/TOV,PF,PFPG,FT/FGA,FGPG,FGAPG,3PPG,3PAPG,FTPG,FTAPG,ORBPG,TRBPG,APG,SPG,BPG,TOPG,AST/TO,3P Ratio,NET
76,Denver,30,2086,2319,69.53333333,77.3,755,1723,0.438,227,622,0.365,349,460,0.759,275,1041,354,142,78,408,0.348039216,506,16.86666667,0.202553685,25.16666667,57.43333333,7.566666667,20.73333333,11.63333333,15.33333333,9.166666667,34.7,11.8,4.733333333,2.6,13.6,0.867647059,0.300662252,0.076923077
77,DePaul,30,2306,2253,76.86666667,75.1,827,1772,0.467,203,589,0.345,449,627,0.716,340,1125,438,190,87,414,0.458937198,536,17.86666667,0.253386005,27.56666667,59.06666667,6.766666667,19.63333333,14.96666667,20.9,11.33333333,37.5,14.6,6.333333333,2.9,13.8,1.057971014,0.245465538,0.709401709
78,Detroit Mercy,31,2279,2464,73.51612903,79.48387097,784,1875,0.418,294,825,0.356,417,581,0.718,336,1019,319,238,77,355,0.670422535,528,17.03225806,0.2224,25.29032258,60.48387097,9.483870968,26.61290323,13.4516129,18.74193548,10.83870968,32.87096774,10.29032258,7.677419355,2.483870968,11.4516129,0.898591549,0.375,0.33048433
79,Drake,33,2490,2307,75.45454545,69.90909091,880,1868,0.471,273,750,0.364,457,607,0.753,271,1174,508,174,126,436,0.399082569,549,16.63636364,0.244646681,26.66666667,56.60606061,8.272727273,22.72727273,13.84848485,18.39393939,8.212121212,35.57575758,15.39393939,5.272727273,3.818181818,13.21212121,1.165137615,0.310227273,0.638176638
80,Drexel,32,2425,2475,75.78125,77.34375,874,1900,0.46,237,669,0.354,440,584,0.753,312,1126,464,144,62,377,0.381962865,543,16.96875,0.231578947,27.3125,59.375,7.40625,20.90625,13.75,18.25,9.75,35.1875,14.5,4.5,1.9375,11.78125,1.230769231,0.271167048,0.336182336
81,Duke,34,2839,2297,83.5,67.55882353,1037,2173,0.477,247,818,0.302,518,751,0.69,455,1421,541,322,232,446,0.721973094,539,15.85294118,0.23838012,30.5,63.91176471,7.264705882,24.05882353,15.23529412,22.08823529,13.38235294,41.79411765,15.91176471,9.470588235,6.823529412,13.11764706,1.213004484,0.238187078,0.991452991
82,Duquesne,32,2351,2314,73.46875,72.3125,810,1895,0.427,271,841,0.322,460,663,0.694,379,1133,443,250,151,451,0.554323725,580,18.125,0.242744063,25.3125,59.21875,8.46875,26.28125,14.375,20.71875,11.84375,35.40625,13.84375,7.8125,4.71875,14.09375,0.982261641,0.334567901,0.515669516
83,East Carolina,31,2088,2299,67.35483871,74.16129032,749,1791,0.418,155,545,0.284,435,638,0.682,317,1061,382,223,110,416,0.536057692,622,20.06451613,0.242881072,24.16129032,57.77419355,5,17.58064516,14.03225806,20.58064516,10.22580645,34.22580645,12.32258065,7.193548387,3.548387097,13.41935484,0.918269231,0.20694259,0.264957265
84,East Tennessee State,33,2613,2269,79.18181818,68.75757576,971,2001,0.485,261,725,0.36,410,617,0.665,430,1320,513,246,131,470,0.523404255,582,17.63636364,0.204897551,29.42424242,60.63636364,7.909090909,21.96969697,12.42424242,18.6969697,13.03030303,40,15.54545455,7.454545455,3.96969697,14.24242424,1.091489362,0.268795057,0.794871795
85,Eastern Illinois,32,2299,2457,71.84375,76.78125,826,1912,0.432,272,735,0.37,375,545,0.688,347,1147,434,200,120,427,0.468384075,569,17.78125,0.196129707,25.8125,59.75,8.5,22.96875,11.71875,17.03125,10.84375,35.84375,13.5625,6.25,3.75,13.34375,1.016393443,0.329297821,0.122507123
86,Eastern Kentucky,31,2562,2577,82.64516129,83.12903226,902,2125,0.424,272,832,0.327,486,683,0.712,362,1167,458,317,101,447,0.70917226,661,21.32258065,0.228705882,29.09677419,68.5483871,8.774193548,26.83870968,15.67741935,22.03225806,11.67741935,37.64516129,14.77419355,10.22580645,3.258064516,14.41935484,1.024608501,0.301552106,0.262108262
87,Eastern Michigan,32,2203,2213,68.84375,69.15625,818,1822,0.449,187,634,0.295,380,604,0.629,400,1155,369,237,142,442,0.536199095,530,16.5625,0.20856202,25.5625,56.9375,5.84375,19.8125,11.875,18.875,12.5,36.09375,11.53125,7.40625,4.4375,13.8125,0.834841629,0.228606357,0.54985755
88,Eastern Washington,34,2460,2527,72.35294118,74.32352941,876,2040,0.429,310,886,0.35,398,546,0.729,299,1192,467,200,101,401,0.498753117,632,18.58823529,0.195098039,25.76470588,60,9.117647059,26.05882353,11.70588235,16.05882353,8.794117647,35.05882353,13.73529412,5.882352941,2.970588235,11.79411765,1.164588529,0.353881279,0.301994302
89,Elon,32,2266,2445,70.8125,76.40625,812,1860,0.437,335,942,0.356,307,443,0.693,265,1080,468,135,59,413,0.326876513,539,16.84375,0.165053763,25.375,58.125,10.46875,29.4375,9.59375,13.84375,8.28125,33.75,14.625,4.21875,1.84375,12.90625,1.133171913,0.412561576,0.210826211
90,Evansville,32,2234,2317,69.8125,72.40625,747,1776,0.421,264,776,0.34,476,660,0.721,215,1095,394,185,89,416,0.444711538,601,18.78125,0.268018018,23.34375,55.5,8.25,24.25,14.875,20.625,6.71875,34.21875,12.3125,5.78125,2.78125,13,0.947115385,0.353413655,0.407407407
91,Fairfield,31,2072,2167,66.83870968,69.90322581,761,1755,0.434,259,740,0.35,291,420,0.693,273,968,401,202,63,436,0.463302752,612,19.74193548,0.165811966,24.5483871,56.61290323,8.35483871,23.87096774,9.387096774,13.5483871,8.806451613,31.22580645,12.93548387,6.516129032,2.032258065,14.06451613,0.919724771,0.340341656,0.168091168
92,Fairleigh Dickinson,33,2489,2352,75.42424242,71.27272727,876,1834,0.478,254,630,0.403,483,661,0.731,303,1085,466,253,120,443,0.571106095,554,16.78787879,0.263358779,26.54545455,55.57575758,7.696969697,19.09090909,14.63636364,20.03030303,9.181818182,32.87878788,14.12121212,7.666666667,3.636363636,13.42424242,1.051918736,0.289954338,0.421652422
93,Florida A&M,31,1927,2057,62.16129032,66.35483871,719,1640,0.438,180,489,0.368,309,503,0.614,288,991,355,226,111,499,0.452905812,580,18.70967742,0.188414634,23.19354839,52.90322581,5.806451613,15.77419355,9.967741935,16.22580645,9.290322581,31.96774194,11.4516129,7.290322581,3.580645161,16.09677419,0.711422846,0.250347705,0.102564103
94,Florida Atlantic,32,2256,2175,70.5,67.96875,788,1913,0.412,279,865,0.323,401,535,0.75,357,1266,407,178,93,473,0.376321353,562,17.5625,0.2096184,24.625,59.78125,8.71875,27.03125,12.53125,16.71875,11.15625,39.5625,12.71875,5.5625,2.90625,14.78125,0.860465116,0.354060914,0.572649573
95,Florida Gulf Coast,32,2280,2360,71.25,73.75,809,1786,0.453,269,724,0.372,393,588,0.668,272,1064,449,216,133,479,0.450939457,514,16.0625,0.220044793,25.28125,55.8125,8.40625,22.625,12.28125,18.375,8.5,33.25,14.03125,6.75,4.15625,14.96875,0.93736952,0.332509271,0.353276353
96,Florida International,32,2643,2555,82.59375,79.84375,933,2115,0.441,269,878,0.306,508,795,0.639,347,1150,468,339,146,448,0.756696429,621,19.40625,0.240189125,29.15625,66.09375,8.40625,27.4375,15.875,24.84375,10.84375,35.9375,14.625,10.59375,4.5625,14,1.044642857,0.288317256,0.467236467
97,Florida State,34,2547,2282,74.91176471,67.11764706,879,1984,0.443,255,760,0.336,534,721,0.741,389,1271,438,237,145,459,0.516339869,651,19.14705882,0.269153226,25.85294118,58.35294118,7.5,22.35294118,15.70588235,21.20588235,11.44117647,37.38235294,12.88235294,6.970588235,4.264705882,13.5,0.954248366,0.290102389,0.954415954
98,Florida,34,2321,2164,68.26470588,63.64705882,814,1908,0.427,277,828,0.335,416,579,0.718,361,1141,416,244,126,400,0.61,581,17.08823529,0.21802935,23.94117647,56.11764706,8.147058824,24.35294118,12.23529412,17.02941176,10.61764706,33.55882353,12.23529412,7.176470588,3.705882353,11.76470588,1.04,0.34029484,0.911680912
99,Fordham,32,2108,2141,65.875,66.90625,759,1890,0.402,276,831,0.332,314,462,0.68,305,1082,360,188,108,345,0.544927536,559,17.46875,0.166137566,23.71875,59.0625,8.625,25.96875,9.8125,14.4375,9.53125,33.8125,11.25,5.875,3.375,10.78125,1.043478261,0.363636364,0.307692308
100,Fresno State,32,2448,2162,76.5,67.5625,847,1866,0.454,342,897,0.381,412,572,0.72,300,1138,457,228,111,400,0.57,591,18.46875,0.22079314,26.46875,58.3125,10.6875,28.03125,12.875,17.875,9.375,35.5625,14.28125,7.125,3.46875,12.5,1.1425,0.40377804,0.772079772
101,Furman,32,2492,2106,77.875,65.8125,904,1900,0.476,330,908,0.363,354,496,0.714,320,1144,510,280,135,401,0.698254364,465,14.53125,0.186315789,28.25,59.375,10.3125,28.375,11.0625,15.5,10,35.75,15.9375,8.75,4.21875,12.53125,1.271820449,0.365044248,0.883190883
102,Gardner-Webb,34,2662,2397,78.29411765,70.5,933,1912,0.488,272,696,0.391,524,737,0.711,268,1169,492,233,99,391,0.595907928,545,16.02941176,0.274058577,27.44117647,56.23529412,8,20.47058824,15.41176471,21.67647059,7.882352941,34.38235294,14.47058824,6.852941176,2.911764706,11.5,1.25831202,0.29153269,0.507122507
103,George Mason,33,2314,2289,70.12121212,69.36363636,825,1855,0.445,210,637,0.33,454,634,0.716,323,1166,399,204,95,428,0.476635514,563,17.06060606,0.244743935,25,56.21212121,6.363636364,19.3030303,13.75757576,19.21212121,9.787878788,35.33333333,12.09090909,6.181818182,2.878787879,12.96969697,0.932242991,0.254545455,0.564102564
104,George Washington,33,2097,2356,63.54545455,71.39393939,745,1842,0.404,196,631,0.311,411,600,0.685,274,1116,375,170,96,413,0.411622276,526,15.93939394,0.223127036,22.57575758,55.81818182,5.939393939,19.12121212,12.45454545,18.18181818,8.303030303,33.81818182,11.36363636,5.151515152,2.909090909,12.51515152,0.907990315,0.263087248,0.193732194
105,Georgetown,32,2557,2505,79.90625,78.28125,869,1955,0.445,264,736,0.359,555,755,0.735,340,1269,531,189,130,435,0.434482759,566,17.6875,0.283887468,27.15625,61.09375,8.25,23,17.34375,23.59375,10.625,39.65625,16.59375,5.90625,4.0625,13.59375,1.220689655,0.303797468,0.766381766
106,Georgia Southern,33,2726,2489,82.60606061,75.42424242,1012,2027,0.499,203,631,0.322,499,721,0.692,316,1186,401,254,131,451,0.563192905,590,17.87878788,0.246176616,30.66666667,61.42424242,6.151515152,19.12121212,15.12121212,21.84848485,9.575757576,35.93939394,12.15151515,7.696969697,3.96969697,13.66666667,0.889135255,0.200592885,0.643874644
107,Georgia State,32,2470,2343,77.1875,73.21875,865,1858,0.466,316,814,0.388,424,643,0.659,263,1047,402,259,152,374,0.692513369,554,17.3125,0.228202368,27.03125,58.0625,9.875,25.4375,13.25,20.09375,8.21875,32.71875,12.5625,8.09375,4.75,11.6875,1.07486631,0.365317919,0.655270655
108,Georgia Tech,32,2091,2130,65.34375,66.5625,755,1714,0.44,176,573,0.307,405,588,0.689,262,1076,433,221,166,459,0.481481481,560,17.5,0.236289382,23.59375,53.5625,5.5,17.90625,12.65625,18.375,8.1875,33.625,13.53125,6.90625,5.1875,14.34375,0.94335512,0.233112583,0.641025641
109,Georgia,32,2274,2364,71.0625,73.875,776,1760,0.441,210,652,0.322,512,726,0.705,357,1215,423,185,163,506,0.365612648,565,17.65625,0.290909091,24.25,55,6.5625,20.375,16,22.6875,11.15625,37.96875,13.21875,5.78125,5.09375,15.8125,0.835968379,0.270618557,0.652421652
110,Gonzaga,33,2932,2147,88.84848485,65.06060606,1062,1997,0.532,257,704,0.365,551,718,0.767,315,1275,594,249,178,342,0.728070175,530,16.06060606,0.275913871,32.18181818,60.51515152,7.787878788,21.33333333,16.6969697,21.75757576,9.545454545,38.63636364,18,7.545454545,5.393939394,10.36363636,1.736842105,0.241996234,0.994301994
111,Grambling,33,2353,2262,71.3030303,68.54545455,803,1791,0.448,216,541,0.399,531,776,0.684,306,1255,398,189,145,521,0.362763916,683,20.6969697,0.296482412,24.33333333,54.27272727,6.545454545,16.39393939,16.09090909,23.51515152,9.272727273,38.03030303,12.06060606,5.727272727,4.393939394,15.78787879,0.763915547,0.268991283,0.165242165
112,Grand Canyon,33,2497,2276,75.66666667,68.96969697,882,1944,0.454,248,748,0.332,483,659,0.733,344,1202,466,202,71,397,0.508816121,577,17.48484848,0.24845679,26.72727273,58.90909091,7.515151515,22.66666667,14.63636364,19.96969697,10.42424242,36.42424242,14.12121212,6.121212121,2.151515152,12.03030303,1.173803526,0.281179138,0.726495726
113,Green Bay,33,2653,2633,80.39393939,79.78787879,944,2084,0.453,257,757,0.339,508,722,0.704,317,1197,489,259,134,422,0.613744076,634,19.21212121,0.243761996,28.60606061,63.15151515,7.787878788,22.93939394,15.39393939,21.87878788,9.606060606,36.27272727,14.81818182,7.848484848,4.060606061,12.78787879,1.158767773,0.272245763,0.37037037
114,Hampton,31,2533,2380,81.70967742,76.77419355,860,1983,0.434,263,764,0.344,548,701,0.782,332,1194,435,194,110,334,0.580838323,586,18.90322581,0.276348966,27.74193548,63.96774194,8.483870968,24.64516129,17.67741935,22.61290323,10.70967742,38.51612903,14.03225806,6.258064516,3.548387097,10.77419355,1.30239521,0.305813953,0.404558405
115,Hartford,33,2477,2407,75.06060606,72.93939394,848,1863,0.455,322,846,0.381,459,619,0.742,278,1050,462,228,69,401,0.568578554,552,16.72727273,0.246376812,25.6969697,56.45454545,9.757575758,25.63636364,13.90909091,18.75757576,8.424242424,31.81818182,14,6.909090909,2.090909091,12.15151515,1.152119701,0.379716981,0.478632479
116,Harvard,28,1989,1931,71.03571429,68.96428571,705,1541,0.457,240,647,0.371,339,477,0.711,256,1016,341,166,109,449,0.369710468,492,17.57142857,0.219987021,25.17857143,55.03571429,8.571428571,23.10714286,12.10714286,17.03571429,9.142857143,36.28571429,12.17857143,5.928571429,3.892857143,16.03571429,0.759465479,0.340425532,0.632478632
117,Hawaii,31,2241,2131,72.29032258,68.74193548,788,1746,0.451,266,751,0.354,399,576,0.693,278,1055,478,156,66,368,0.423913043,556,17.93548387,0.228522337,25.41935484,56.32258065,8.580645161,24.22580645,12.87096774,18.58064516,8.967741935,34.03225806,15.41935484,5.032258065,2.129032258,11.87096774,1.298913043,0.337563452,0.464387464
118,High Point,31,2115,2105,68.22580645,67.90322581,763,1719,0.444,180,583,0.309,409,604,0.677,363,1183,404,170,91,406,0.418719212,502,16.19354839,0.237929029,24.61290323,55.4516129,5.806451613,18.80645161,13.19354839,19.48387097,11.70967742,38.16129032,13.03225806,5.483870968,2.935483871,13.09677419,0.995073892,0.235910878,0.316239316
119,Hofstra,34,2841,2469,83.55882353,72.61764706,971,1990,0.488,301,774,0.389,598,748,0.799,296,1136,476,221,116,333,0.663663664,509,14.97058824,0.300502513,28.55882353,58.52941176,8.852941176,22.76470588,17.58823529,22,8.705882353,33.41176471,14,6.5,3.411764706,9.794117647,1.429429429,0.309989701,0.783475783
120,Holy Cross,33,2216,2296,67.15151515,69.57575758,848,1834,0.462,237,670,0.354,283,424,0.667,220,916,510,241,127,350,0.688571429,481,14.57575758,0.154307525,25.6969697,55.57575758,7.181818182,20.3030303,8.575757576,12.84848485,6.666666667,27.75757576,15.45454545,7.303030303,3.848484848,10.60606061,1.457142857,0.279481132,0.339031339
121,Houston Baptist,30,2465,2484,82.16666667,82.8,865,1896,0.456,200,588,0.34,535,793,0.675,409,1142,449,234,54,442,0.529411765,593,19.76666667,0.282172996,28.83333333,63.2,6.666666667,19.6,17.83333333,26.43333333,13.63333333,38.06666667,14.96666667,7.8,1.8,14.73333333,1.015837104,0.231213873,0.173789174
122,Houston,33,2514,2013,76.18181818,61,883,1968,0.449,305,838,0.364,443,629,0.704,408,1358,495,217,149,379,0.572559367,629,19.06060606,0.225101626,26.75757576,59.63636364,9.242424242,25.39393939,13.42424242,19.06060606,12.36363636,41.15151515,15,6.575757576,4.515151515,11.48484848,1.306068602,0.345413364,0.988603989
123,Howard,33,2612,2580,79.15151515,78.18181818,914,2104,0.434,234,643,0.364,550,762,0.722,394,1219,450,193,139,417,0.462829736,628,19.03030303,0.261406844,27.6969697,63.75757576,7.090909091,19.48484848,16.66666667,23.09090909,11.93939394,36.93939394,13.63636364,5.848484848,4.212121212,12.63636364,1.079136691,0.256017505,0.128205128
124,Idaho State,30,2198,2369,73.26666667,78.96666667,779,1742,0.447,274,752,0.364,366,498,0.735,275,975,383,154,88,360,0.427777778,497,16.56666667,0.21010333,25.96666667,58.06666667,9.133333333,25.06666667,12.2,16.6,9.166666667,32.5,12.76666667,5.133333333,2.933333333,12,1.063888889,0.351732991,0.125356125
125,Idaho,32,2174,2460,67.9375,76.875,778,1764,0.441,251,678,0.37,367,507,0.724,258,1061,399,130,53,433,0.300230947,581,18.15625,0.208049887,24.3125,55.125,7.84375,21.1875,11.46875,15.84375,8.0625,33.15625,12.46875,4.0625,1.65625,13.53125,0.92147806,0.322622108,0.037037037
126,Illinois-Chicago,32,2391,2385,74.71875,74.53125,865,1881,0.46,303,856,0.354,358,525,0.682,271,1106,478,210,124,457,0.4595186,684,21.375,0.190324296,27.03125,58.78125,9.46875,26.75,11.1875,16.40625,8.46875,34.5625,14.9375,6.5625,3.875,14.28125,1.04595186,0.350289017,0.387464387
127,Illinois State,33,2257,2314,68.39393939,70.12121212,813,1887,0.431,244,734,0.332,387,540,0.717,298,1139,421,162,106,417,0.388489209,577,17.48484848,0.20508744,24.63636364,57.18181818,7.393939394,22.24242424,11.72727273,16.36363636,9.03030303,34.51515152,12.75757576,4.909090909,3.212121212,12.63636364,1.009592326,0.300123001,0.433048433
128,Illinois,33,2398,2483,72.66666667,75.24242424,862,2001,0.431,259,751,0.345,415,591,0.702,351,1089,446,244,86,435,0.56091954,696,21.09090909,0.207396302,26.12121212,60.63636364,7.848484848,22.75757576,12.57575758,17.90909091,10.63636364,33,13.51515152,7.393939394,2.606060606,13.18181818,1.025287356,0.300464037,0.689458689
129,Incarnate Word,31,2044,2355,65.93548387,75.96774194,711,1527,0.466,174,508,0.343,448,553,0.81,204,845,354,184,53,504,0.365079365,592,19.09677419,0.293385724,22.93548387,49.25806452,5.612903226,16.38709677,14.4516129,17.83870968,6.580645161,27.25806452,11.41935484,5.935483871,1.709677419,16.25806452,0.702380952,0.244725738,0.011396011
130,Indiana State,31,2146,2218,69.22580645,71.5483871,757,1719,0.44,178,491,0.363,454,621,0.731,250,1007,342,207,73,410,0.504878049,586,18.90322581,0.264107039,24.41935484,55.4516129,5.741935484,15.83870968,14.64516129,20.03225806,8.064516129,32.48387097,11.03225806,6.677419355,2.35483871,13.22580645,0.834146341,0.235138705,0.435897436
131,Indiana,32,2289,2169,71.53125,67.78125,838,1825,0.459,193,615,0.314,420,635,0.661,309,1154,426,209,142,404,0.517326733,548,17.125,0.230136986,26.1875,57.03125,6.03125,19.21875,13.125,19.84375,9.65625,36.0625,13.3125,6.53125,4.4375,12.625,1.054455446,0.230310263,0.846153846
132,Iona,32,2459,2420,76.84375,75.625,835,1842,0.453,282,804,0.351,507,684,0.741,282,1126,420,217,89,394,0.550761421,552,17.25,0.2752443,26.09375,57.5625,8.8125,25.125,15.84375,21.375,8.8125,35.1875,13.125,6.78125,2.78125,12.3125,1.065989848,0.337724551,0.424501425
133,Iowa State,34,2633,2323,77.44117647,68.32352941,951,1994,0.477,288,789,0.365,443,605,0.732,321,1199,518,238,158,367,0.648501362,502,14.76470588,0.222166499,27.97058824,58.64705882,8.470588235,23.20588235,13.02941176,17.79411765,9.441176471,35.26470588,15.23529412,7,4.647058824,10.79411765,1.411444142,0.302839117,0.94017094
134,Iowa,33,2584,2430,78.3030303,73.63636364,862,1894,0.455,267,739,0.361,593,801,0.74,343,1179,519,204,108,401,0.50872818,529,16.03030303,0.313093981,26.12121212,57.39393939,8.090909091,22.39393939,17.96969697,24.27272727,10.39393939,35.72727273,15.72727273,6.181818182,3.272727273,12.15151515,1.294264339,0.30974478,0.877492877
135,Purdue-Fort Wayne,33,2728,2556,82.66666667,77.45454545,991,2060,0.481,360,949,0.379,386,557,0.693,271,1140,525,247,158,395,0.625316456,495,15,0.187378641,30.03030303,62.42424242,10.90909091,28.75757576,11.6969697,16.87878788,8.212121212,34.54545455,15.90909091,7.484848485,4.787878788,11.96969697,1.329113924,0.363269425,0.376068376
136,IUPUI,32,2434,2351,76.0625,73.46875,862,1904,0.453,226,668,0.338,484,690,0.701,397,1191,460,223,103,444,0.502252252,565,17.65625,0.254201681,26.9375,59.5,7.0625,20.875,15.125,21.5625,12.40625,37.21875,14.375,6.96875,3.21875,13.875,1.036036036,0.262180974,0.41025641
137,Jackson State,32,1974,2107,61.6875,65.84375,717,1773,0.404,155,555,0.279,385,607,0.634,331,1124,360,210,124,436,0.481651376,643,20.09375,0.21714608,22.40625,55.40625,4.84375,17.34375,12.03125,18.96875,10.34375,35.125,11.25,6.5625,3.875,13.625,0.825688073,0.216178522,0.065527066
138,Jacksonville State,33,2574,2283,78,69.18181818,953,2064,0.462,200,634,0.315,468,630,0.743,400,1310,451,245,138,440,0.556818182,552,16.72727273,0.226744186,28.87878788,62.54545455,6.060606061,19.21212121,14.18181818,19.09090909,12.12121212,39.6969697,13.66666667,7.424242424,4.181818182,13.33333333,1.025,0.209863589,0.62962963
139,Jacksonville,32,2385,2402,74.53125,75.0625,889,1953,0.455,213,645,0.33,394,582,0.677,330,1163,456,213,166,463,0.460043197,523,16.34375,0.201740911,27.78125,61.03125,6.65625,20.15625,12.3125,18.1875,10.3125,36.34375,14.25,6.65625,5.1875,14.46875,0.98488121,0.239595051,0.176638177
140,James Madison,33,2322,2409,70.36363636,73,821,1860,0.441,243,671,0.362,437,607,0.72,345,1123,403,211,101,420,0.502380952,612,18.54545455,0.234946237,24.87878788,56.36363636,7.363636364,20.33333333,13.24242424,18.39393939,10.45454545,34.03030303,12.21212121,6.393939394,3.060606061,12.72727273,0.95952381,0.295980512,0.282051282
141,Kansas State,33,2172,1955,65.81818182,59.24242424,784,1818,0.431,233,694,0.336,371,559,0.664,308,1100,454,251,75,372,0.674731183,532,16.12121212,0.204070407,23.75757576,55.09090909,7.060606061,21.03030303,11.24242424,16.93939394,9.333333333,33.33333333,13.75757576,7.606060606,2.272727273,11.27272727,1.220430108,0.297193878,0.931623932
142,Kansas,34,2563,2383,75.38235294,70.08823529,928,2008,0.462,246,702,0.35,461,661,0.697,353,1293,453,233,134,444,0.524774775,573,16.85294118,0.229581673,27.29411765,59.05882353,7.235294118,20.64705882,13.55882353,19.44117647,10.38235294,38.02941176,13.32352941,6.852941176,3.941176471,13.05882353,1.02027027,0.265086207,0.943019943
143,Kennesaw State,32,2030,2455,63.4375,76.71875,742,1945,0.381,136,438,0.311,410,590,0.695,372,1163,363,185,106,437,0.423340961,525,16.40625,0.210796915,23.1875,60.78125,4.25,13.6875,12.8125,18.4375,11.625,36.34375,11.34375,5.78125,3.3125,13.65625,0.830663616,0.18328841,0.022792023
144,Kent State,32,2404,2330,75.125,72.8125,850,1967,0.432,249,743,0.335,455,631,0.721,400,1153,418,219,115,367,0.596730245,587,18.34375,0.231316726,26.5625,61.46875,7.78125,23.21875,14.21875,19.71875,12.5,36.03125,13.0625,6.84375,3.59375,11.46875,1.138964578,0.292941176,0.606837607
145,Kentucky,33,2532,2159,76.72727273,65.42424242,878,1835,0.478,199,547,0.364,577,780,0.74,384,1272,457,199,167,417,0.477218225,537,16.27272727,0.314441417,26.60606061,55.60606061,6.03030303,16.57575758,17.48484848,23.63636364,11.63636364,38.54545455,13.84848485,6.03030303,5.060606061,12.63636364,1.095923261,0.226651481,0.982905983
146,La Salle,31,2091,2243,67.4516129,72.35483871,719,1798,0.4,259,783,0.331,394,512,0.77,328,1060,391,230,98,435,0.528735632,630,20.32258065,0.219132369,23.19354839,58,8.35483871,25.25806452,12.70967742,16.51612903,10.58064516,34.19354839,12.61290323,7.419354839,3.161290323,14.03225806,0.898850575,0.360222531,0.39031339
147,Lafayette,30,2209,2349,73.63333333,78.3,802,1785,0.449,280,736,0.38,325,437,0.744,233,1001,419,156,125,402,0.388059701,515,17.16666667,0.182072829,26.73333333,59.5,9.333333333,24.53333333,10.83333333,14.56666667,7.766666667,33.36666667,13.96666667,5.2,4.166666667,13.4,1.042288557,0.349127182,0.202279202
148,Lamar,33,2597,2322,78.6969697,70.36363636,902,1977,0.456,228,665,0.343,565,823,0.687,446,1281,479,283,96,473,0.598308668,623,18.87878788,0.285786545,27.33333333,59.90909091,6.909090909,20.15151515,17.12121212,24.93939394,13.51515152,38.81818182,14.51515152,8.575757576,2.909090909,14.33333333,1.012684989,0.252771619,0.373219373
149,Lehigh,31,2479,2413,79.96774194,77.83870968,856,1773,0.483,287,677,0.424,480,619,0.775,232,1102,468,172,71,418,0.411483254,571,18.41935484,0.27072758,27.61290323,57.19354839,9.258064516,21.83870968,15.48387097,19.96774194,7.483870968,35.5483871,15.09677419,5.548387097,2.290322581,13.48387097,1.119617225,0.335280374,0.547008547
150,Liberty,34,2516,2066,74,60.76470588,921,1877,0.491,300,816,0.368,374,485,0.771,263,1113,505,217,91,373,0.581769437,513,15.08823529,0.199254129,27.08823529,55.20588235,8.823529412,24,11,14.26470588,7.735294118,32.73529412,14.85294118,6.382352941,2.676470588,10.97058824,1.353887399,0.325732899,0.834757835
151,Lipscomb,32,2670,2209,83.4375,69.03125,930,1926,0.483,280,755,0.371,530,705,0.752,293,1200,555,241,88,425,0.567058824,556,17.375,0.275181724,29.0625,60.1875,8.75,23.59375,16.5625,22.03125,9.15625,37.5,17.34375,7.53125,2.75,13.28125,1.305882353,0.301075269,0.86039886
152,Long Beach State,34,2545,2584,74.85294118,76,877,2031,0.432,217,630,0.344,574,831,0.691,377,1263,399,219,105,479,0.457202505,620,18.23529412,0.282619399,25.79411765,59.73529412,6.382352941,18.52941176,16.88235294,24.44117647,11.08823529,37.14705882,11.73529412,6.441176471,3.088235294,14.08823529,0.832985386,0.247434436,0.333333333
153,Long Island University,32,2373,2337,74.15625,73.03125,822,1880,0.437,277,813,0.341,452,643,0.703,321,1196,430,218,157,471,0.462845011,610,19.0625,0.240425532,25.6875,58.75,8.65625,25.40625,14.125,20.09375,10.03125,37.375,13.4375,6.8125,4.90625,14.71875,0.912951168,0.336982968,0.287749288
154,Longwood,32,2228,2243,69.625,70.09375,742,1755,0.423,302,879,0.344,442,605,0.731,269,1133,364,198,68,459,0.431372549,591,18.46875,0.251851852,23.1875,54.84375,9.4375,27.46875,13.8125,18.90625,8.40625,35.40625,11.375,6.1875,2.125,14.34375,0.793028322,0.407008086,0.170940171
155,Louisiana,32,2612,2575,81.625,80.46875,901,2021,0.446,283,814,0.348,527,710,0.742,363,1141,485,224,125,423,0.529550827,612,19.125,0.260761999,28.15625,63.15625,8.84375,25.4375,16.46875,22.1875,11.34375,35.65625,15.15625,7,3.90625,13.21875,1.146572104,0.31409545,0.452991453
156,Louisiana-Monroe,33,2584,2452,78.3030303,74.3030303,854,1890,0.452,330,835,0.395,546,698,0.782,297,1099,461,191,74,373,0.512064343,513,15.54545455,0.288888889,25.87878788,57.27272727,10,25.3030303,16.54545455,21.15151515,9,33.3030303,13.96969697,5.787878788,2.242424242,11.3030303,1.235924933,0.386416862,0.56980057
157,Louisiana State,32,2604,2337,81.375,73.03125,912,1974,0.462,219,677,0.323,561,744,0.754,431,1241,420,291,138,422,0.68957346,597,18.65625,0.284194529,28.5,61.6875,6.84375,21.15625,17.53125,23.25,13.46875,38.78125,13.125,9.09375,4.3125,13.1875,0.995260664,0.240131579,0.96011396
